county,state,None,D0,D1,D2,D3,D4,Overall D,blue_2012,red_2012,blue_2016,red_2016,target_2012,target_2016
Marinette County,WI,94.4,5.6,0,0,0,0,5.6,9868,10609,6243,12995,1,1
Marion County,AL,53.7,46.3,24.7,11.2,4.4,1.6,88.2,2249,9696,1432,11273,1,1
Marion County,AR,63.4,36.6,24.6,12.6,0.1,0,73.9,2024,4771,1377,5077,1,1
Marion County,FL,81.6,18.4,4.6,0,0,0,23,66823,93036,61958,107710,1,1
Marion County,GA,56.2,43.8,23,7.9,4.5,0.7,79.9,1411,1731,1213,1921,1,1
Marion County,IA,51.7,48.3,25.6,5.9,1.2,0,81,7478,9810,5469,10940,1,1
Marion County,IL,81.3,18.7,1,0,0,0,19.7,6210,9229,4231,11677,1,1
Marion County,IN,92.9,7.1,0,0,0,0,7.1,215474,136131,212676,130228,0,0
Marion County,KS,55.9,44.1,26.7,21.3,12.3,0,104.4,1371,3865,1177,3928,1,1
Marion County,KY,89.7,10.3,5.1,3.2,0,0,18.6,3418,3800,2679,5122,1,1
Marion County,MO,54.9,45.1,18.4,0,0,0,63.5,4034,7926,2993,9418,1,1
Marion County,MS,82,18,4.5,1.3,0,0,23.8,3833,7118,3572,7697,1,1
Marion County,OH,90.1,9.9,0.6,0,0,0,10.5,11933,13938,7748,16563,1,1
Marion County,OR,49.7,50.3,28.2,17.5,0.5,0,96.5,54337,58435,48803,54336,1,1
Marion County,SC,65.9,34.1,4.5,0,0,0,38.6,9518,5114,8522,5434,0,0
Marion County,TN,67.9,32.1,22.6,14.6,7.6,3,79.9,3952,6268,2829,7680,1,1
Marion County,TX,55.7,44.3,27.8,13.9,1.4,0,87.4,1487,2730,1156,2968,1,1
Marion County,WV,96.3,3.7,0,0,0,0,3.7,8905,11981,6926,14592,1,1
Mariposa County,CA,56.9,43.1,20.7,14.2,13.5,5.1,96.6,3080,4434,3122,5185,1,1
Marlboro County,SC,76.1,23.9,3.6,0,0,0,27.5,7554,4010,5928,4257,0,0
Marquette County,MI,93.4,6.6,0,0,0,0,6.6,18126,13609,16042,14646,0,0
Marquette County,WI,94.6,5.4,0,0,0,0,5.4,4112,3758,2808,4712,0,1
Marshall County,AL,64,36,22.4,13.3,7.8,2.4,81.9,6271,25785,4913,29217,1,1
Marshall County,IA,77.5,22.5,5.1,0.3,0,0,27.9,10085,8411,7623,9125,0,1
Marshall County,IL,88.9,11.1,0,0,0,0,11.1,2452,3287,1784,3776,1,1
Marshall County,IN,92.9,7.1,0.2,0,0,0,7.3,6136,11260,4798,12286,1,1
Marshall County,KS,62.6,37.4,13.6,1.9,0,0,52.9,1451,3123,1060,3250,1,1
Marshall County,KY,85.6,14.4,4.5,1.9,0,0,20.8,5022,10402,3672,12322,1,1
Marshall County,MN,74.8,25.2,9.7,0.6,0,0,35.5,1854,2380,1225,3208,1,1
Marshall County,MS,69.3,30.7,11.1,2.4,0.5,0,44.7,9581,6444,7944,6525,0,0
Marshall County,OK,49.4,50.6,24.6,5.5,0,0,80.7,1396,3744,1095,4202,1,1
Marshall County,SD,58.7,41.3,14.4,0,0,0,55.7,1061,889,754,1056,0,1
Marshall County,TN,78.2,21.8,8.1,4.8,1.8,0,36.5,3722,6823,2848,8167,1,1
Marshall County,WV,98.3,1.7,0,0,0,0,1.7,3395,6208,2894,9565,1,1
Martin County,FL,67,33,16.6,2.8,0,0,52.4,30097,48180,30158,53182,1,1
Martin County,IN,88.4,11.6,1.4,0,0,0,13,1351,3262,881,3695,1,1
Martin County,KY,90.6,9.4,2.8,0.3,0,0,12.5,574,3180,363,3503,1,1
Martin County,MN,97.9,2.1,0,0,0,0,2.1,4054,6657,2733,7062,1,1
Martin County,NC,82.9,17.1,0,0,0,0,17.1,6514,5963,5814,5874,0,1
Martin County,TX,66.1,33.9,23.7,11.6,1.1,0,70.3,247,1338,266,1453,1,1
Mason County,IL,69,31,0,0,0,0,31,2867,3265,2008,4051,1,1
Mason County,KY,92.1,7.9,4.1,2.4,0,0,14.4,2592,4197,1970,4944,1,1
Mason County,MI,92.8,7.2,0.2,0,0,0,7.4,6856,7580,5281,8505,1,1
Mason County,TX,58.4,41.6,24.7,6.4,1.3,0,74,380,1562,353,1656,1,1
Mason County,WA,60.2,39.8,20.8,6.7,0,0,67.3,14568,12637,11872,13539,0,1
Mason County,WV,95.4,4.6,0,0,0,0,4.6,3738,5706,2069,7597,1,1
Massac County,IL,81,19,3.6,0.8,0,0,23.4,2092,4278,1555,4844,1,1
Matagorda County,TX,72.4,27.6,5.3,0.4,0,0,33.3,3972,8026,3357,8147,1,1
Mathews County,VA,84.9,15.1,0,0,0,0,15.1,1807,3488,1563,3515,1,1
Maui County,HI,55.8,44.2,17.8,2.2,0.1,0,64.3,35979,11577,33479,13445,0,0
Maury County,TN,82,18,6.8,4.2,1.7,0,30.7,11819,20698,10026,23781,1,1
Maverick County,TX,52.8,47.2,27,15.2,5.9,1.1,96.4,8302,2171,10397,2816,0,0
Mayes County,OK,48.2,51.8,26,7.5,0.1,0,85.4,4822,9634,3423,11550,1,1
McClain County,OK,59.3,40.7,21.2,7.2,0.1,0,69.2,3191,11108,2893,13151,1,1
McCone County,MT,63.1,36.9,26.7,20.2,11,3.3,98.1,221,742,154,858,1,1
McCook County,SD,81.7,18.3,3,0,0,0,21.3,905,1655,623,1794,1,1
McCormick County,SC,45.5,54.5,26.3,11,5.2,0,97,2637,2460,2479,2651,0,1
McCracken County,KY,80.4,19.6,5.4,1.3,0,0,26.3,10062,19979,9134,20774,1,1
McCreary County,KY,88,12,6,3.3,1.3,0,22.6,1069,4564,664,5012,1,1
McCulloch County,TX,63.8,36.2,19.3,5.1,0.3,0,60.9,537,2419,480,2546,1,1
McCurtain County,OK,57.3,42.7,33,8.9,1.3,0,85.9,2440,7633,1799,8642,1,1
McDonald County,MO,53.9,46.1,21.6,2.4,0,0,70.1,1920,5694,1329,6599,1,1
McDonough County,IL,80.2,19.8,1.2,0,0,0,21,5957,6142,5278,6789,1,1
McDowell County,NC,77.1,22.9,18.5,8.6,1.2,0,51.2,6006,11732,4645,14517,1,1
McDowell County,WV,86.6,13.4,2,0,0,0,15.4,2086,3931,1429,4614,1,1
McDuffie County,GA,47.6,52.4,17.6,4.7,3.3,0,78,4041,5475,3699,5432,1,1
McHenry County,IL,95.1,4.9,1.5,0,0,0,6.4,59691,71488,59827,71117,1,1
McHenry County,ND,33.9,66.1,50.8,14.4,2.1,0,133.4,924,1651,474,1991,1,1
McIntosh County,GA,55.1,44.9,15.1,3.4,0,0,63.4,2860,3405,2298,3482,1,1
McIntosh County,ND,60,40,22.4,10.2,4.7,0,77.3,456,1028,233,1095,1,1
McIntosh County,OK,64.4,35.6,25.7,15.8,0,0,77.1,2767,4498,2122,5501,1,1
McKean County,PA,95.9,4.1,0.9,0,0,0,5,5260,9494,3802,11159,1,1
McKenzie County,ND,51.6,48.4,31.3,9.1,1.9,0.1,90.8,926,2450,696,3661,1,1
McKinley County,NM,26.4,73.6,56.5,41.4,29.8,11.5,212.8,15363,5420,13162,4893,0,0
McLean County,IL,79.8,20.2,0,0,0,0,20.2,31590,39638,35918,37081,1,1
McLean County,KY,93.7,6.3,4.5,2.5,0,0,13.3,1432,2705,988,3381,1,1
McLean County,ND,48,52,33.9,10,5.2,0.1,101.2,1660,3130,1070,3827,1,1
McLennan County,TX,56.6,43.4,24,13.6,2,0.2,83.2,25688,47885,27046,48245,1,1
McLeod County,MN,99.9,0.1,0,0,0,0,0.1,6970,11069,4978,12155,1,1
McMinn County,TN,71.9,28.1,24,19.2,6.2,3.1,80.6,4603,12958,3507,14673,1,1
McMullen County,TX,63,37,13.8,1.2,0,0,52,67,436,40,454,1,1
McNairy County,TN,72.3,27.7,9.2,2.6,0,0,39.5,2643,7010,1847,7839,1,1
McPherson County,KS,57.4,42.6,29.5,19,8.7,0,99.8,3384,8399,3183,8407,1,1
McPherson County,NE,83.9,16.1,1.3,0,0,0,17.4,41,237,14,257,1,1
McPherson County,SD,53.4,46.6,25.2,9.6,1,0,82.4,272,921,192,892,1,1
Meade County,KS,51.9,48.1,33.6,20.3,13.1,4.5,119.6,254,1394,206,1390,1,1
Meade County,KY,91.3,8.7,4.5,1.9,0,0,15.1,4122,6606,3026,8660,1,1
Meade County,SD,39.6,60.4,52.6,22.7,7.6,0,143.3,2928,7560,2223,8441,1,1
Meagher County,MT,76.5,23.5,7.7,3.7,0.9,0,35.8,269,670,191,728,1,1
Mecklenburg County,NC,70.4,29.6,9.7,0,0,0,39.3,270705,170490,292258,154303,0,0
Mecklenburg County,VA,63.1,36.9,16.7,0,0,0,53.6,6786,7855,6571,8283,1,1
Mecosta County,MI,93.1,6.9,0,0,0,0,6.9,7515,9175,5827,10305,1,1
Medina County,OH,88.1,11.9,7.2,0,0,0,19.1,37841,49464,31582,53811,1,1
Medina County,TX,62.4,37.6,14.3,0.8,0,0,52.7,4760,11016,4624,12054,1,1
Meeker County,MN,100,0,0,0,0,0,0,4969,6913,3192,8103,1,1
Meigs County,OH,94,6,0,0,0,0,6,3911,5782,2157,6869,1,1
Meigs County,TN,71.8,28.2,21.6,13.2,5.9,2.9,71.8,1163,2728,856,3337,1,1
Mellette County,SD,56.8,43.2,18.9,6.8,0.1,0,69,375,381,238,402,1,1
Menard County,IL,59.3,40.7,8.5,0,0,0,49.2,2095,3944,1808,4230,1,1
Menard County,TX,63.3,36.7,21.8,3.8,0.5,0,62.8,170,663,153,681,1,1
Mendocino County,CA,65,35,13.7,0,0,0,48.7,11869,5129,6905,3571,0,0
Menifee County,KY,91.6,8.4,5.1,3.2,0,0,16.7,1048,1484,700,2010,1,1
Menominee County,MI,96.7,3.3,0,0,0,0,3.3,5244,5565,3539,6704,1,1
Menominee County,WI,93.5,6.5,0,0,0,0,6.5,1191,179,1003,269,0,0
Merced County,CA,43.9,56.1,24.5,15,14.1,0,109.7,26128,23403,21856,18486,0,0
Mercer County,IL,62.5,37.5,3.4,0.5,0,0,41.4,4503,3874,3061,4800,0,1
Mercer County,KY,91.6,8.4,5.1,3.2,0,0,16.7,2966,6820,2395,7740,1,1
Mercer County,MO,43.8,56.2,20,4.3,1.5,0,82,353,1255,216,1486,1,1
Mercer County,ND,50.6,49.4,28.1,9.3,5.4,0.2,92.4,1161,3132,616,3715,1,1
Mercer County,NJ,78.2,21.8,14,3.5,0,0,39.3,94300,43155,93721,42604,0,0
Mercer County,OH,91.3,8.7,0.1,0,0,0,8.8,4609,16207,3335,17200,1,1
Mercer County,PA,92.9,7.1,0,0,0,0,7.1,23082,24304,17631,30034,1,1
Mercer County,WV,83.9,16.1,1.4,0,0,0,17.5,5416,15406,4689,17362,1,1
Meriwether County,GA,59.8,40.2,23,14.6,11.5,5.3,94.6,4328,4855,3800,5216,1,1
Merrick County,NE,83.9,16.1,0,0,0,0,16.1,921,2477,601,2914,1,1
Merrimack County,NH,68,32,25.5,16.9,1.1,0,75.5,44635,34451,40198,37674,0,0
Mesa County,CO,34.6,65.4,43.2,36.2,11.8,1.2,157.8,22448,45087,20958,48129,1,1
Metcalfe County,KY,88.7,11.3,5.4,3.7,1.4,0,21.8,1425,2676,976,3491,1,1
Miami-Dade County,FL,73.6,26.4,10.3,2,0,0,38.7,540776,332602,623006,333666,0,0
Miami County,IN,93.6,6.4,0,0,0,0,6.4,4220,8163,2766,9975,1,1
Miami County,KS,63.4,36.6,13.5,4.6,0.8,0,55.5,4635,9726,3949,9839,1,1
Miami County,OH,93.9,6.1,0.2,0,0,0,6.3,15731,33650,12832,36311,1,1
Middlesex County,CT,70.2,29.8,24.4,16.4,1,0,71.6,47851,34533,45306,38847,0,0
Middlesex County,MA,68.3,31.7,22.3,15.7,11.1,0,80.8,467173,266307,508919,216163,0,0
Middlesex County,NJ,78.3,21.7,13.5,2.9,0,0,38.1,179515,102472,164887,108981,0,0
Middlesex County,VA,83.4,16.6,0,0,0,0,16.6,2370,3619,2107,3668,1,1
Midland County,MI,92.9,7.1,0,0,0,0,7.1,17480,23942,15655,23877,1,1
Midland County,TX,63.2,36.8,20.4,11.3,2.3,0,70.8,8223,35452,9993,36896,1,1
Mifflin County,PA,75.7,24.3,11.5,0,0,0,35.8,4259,11893,3563,14050,1,1
Milam County,TX,62.3,37.7,16.2,3.3,0,0,57.2,2632,5478,2042,6340,1,1
Millard County,UT,31.1,68.9,42.2,9,0,0,120.1,424,4421,431,3860,1,1
Mille Lacs County,MN,97.5,2.5,0,0,0,0,2.5,5829,6951,3709,8340,1,1
Miller County,AR,59.8,40.2,24.2,9.4,0.5,0,74.3,4518,10622,4273,11293,1,1
Miller County,GA,63.6,36.4,19.3,7.3,0.4,0,63.4,848,1904,622,1888,1,1
Miller County,MO,62.1,37.9,10,0,0,0,47.9,2651,8099,1750,9285,1,1
Mills County,IA,93.3,6.7,0,0,0,0,6.7,2842,4211,2080,5050,1,1
Mills County,TX,67.4,32.6,14.6,5.5,0.6,0,53.3,279,1882,242,1949,1,1
Milwaukee County,WI,88.7,11.3,1.2,0,0,0,12.5,328090,158430,288986,126091,0,0
Miner County,SD,81.4,18.6,2.6,0,0,0,21.2,479,636,281,706,1,1
Mineral County,CO,47.5,52.5,40.8,38.2,28.4,9.6,169.5,291,344,237,344,1,1
Mineral County,MT,69.2,30.8,14.1,2.9,0,0,47.8,698,1212,515,1322,1,1
Mineral County,WV,93.2,6.8,0,0,0,0,6.8,2836,7687,2019,8957,1,1
Mingo County,WV,90.5,9.5,0.6,0,0,0,10.1,2421,6163,1365,7876,1,1
Minidoka County,ID,73.4,26.6,0,0,0,0,26.6,1390,5442,1167,4887,1,1
Minnehaha County,SD,85.8,14.2,2,0,0,0,16.2,34668,40330,30610,42043,1,1
Missaukee County,MI,93.7,6.3,0.1,0,0,0,6.4,2274,4665,1565,5386,1,1
Mississippi County,AR,85.3,14.7,6.4,1.6,0,0,22.7,6445,6599,5621,6988,1,1
Mississippi County,MO,78.7,21.3,5.2,1.5,0,0,28,1857,2996,1458,3600,1,1
Missoula County,MT,70.2,29.8,10.4,3.2,0,0,43.4,34380,23285,30740,21699,0,0
Mitchell County,GA,57.8,42.2,21.3,9.7,0.6,0,73.8,4081,4153,3492,4272,1,1
Mitchell County,IA,95.1,4.9,0,0,0,0,4.9,2831,2643,1879,3180,0,1
Mitchell County,KS,66.4,33.6,16.8,0,0,0,50.4,576,2293,469,2216,1,1
Mitchell County,NC,76.5,23.5,13.2,1.9,0,0,38.6,1810,5778,1585,6225,1,1
Mitchell County,TX,70.1,29.9,19.9,9.2,0.1,0,59.1,536,1754,353,1780,1,1
Mobile County,AL,70.3,29.7,9.5,3.2,0.6,0,43,78417,94566,68429,91087,1,1
Modoc County,CA,63.6,36.4,10.4,1.4,0,0,48.2,1113,2779,798,2413,1,1
Moffat County,CO,36.9,63.1,31.1,17.3,4.3,0,115.8,1291,4616,874,5293,1,1
Mohave County,AZ,48.1,51.9,38.7,17.6,3.1,0,111.3,18324,46442,16485,54656,1,1
Moniteau County,MO,58.2,41.8,18.9,7.2,1.6,0,69.5,1608,4703,1237,5344,1,1
Monmouth County,NJ,82,18,10.1,0,0,0,28.1,125471,140376,135825,165305,1,1
Mono County,CA,68.3,31.7,16,13.9,11.8,1.5,74.9,2574,2202,2696,2080,0,0
Monona County,IA,91.3,8.7,0,0,0,0,8.7,2098,2555,1244,3115,1,1
Monongalia County,WV,98.9,1.1,0,0,0,0,1.1,13664,16672,14568,18278,1,1
Monroe County,AL,71.3,28.7,15.2,4.8,2.3,0,51,4897,5730,4310,5771,1,1
Monroe County,AR,74.3,25.7,12.3,2.2,0,0,40.2,1583,1585,1298,1400,1,1
Monroe County,FL,0,0,0,0,0,0,0,19392,19234,18949,21885,0,1
Monroe County,GA,46.6,53.4,23.7,11,6.1,4.1,98.3,3779,8352,3570,8821,1,1
Monroe County,IA,35.6,64.4,23.6,6.9,0.1,0,95,1729,2022,1053,2635,1,1
Monroe County,IL,71.2,28.8,20.6,2.6,0,0,52,6205,10879,5522,12614,1,1
Monroe County,IN,88.5,11.5,1.9,0,0,0,13.4,22885,16254,34183,20527,0,0
Monroe County,KY,84.8,15.2,5.7,3.8,1.6,0,26.3,936,3762,601,4278,1,1
Monroe County,MI,85.8,14.2,0.3,0,0,0,14.5,36310,35593,26859,43255,0,1
Monroe County,MO,58.4,41.6,22.1,0.9,0,0,64.6,1398,2564,853,3159,1,1
Monroe County,MS,49.5,50.5,31.4,18,5.1,2.5,107.5,6990,9661,5485,10107,1,1
Monroe County,NY,73.4,26.6,12.7,7.3,1.3,0,47.9,178491,124769,174063,128871,0,0
Monroe County,OH,94.3,5.7,0,0,0,0,5.7,3007,3540,1647,4781,1,1
Monroe County,PA,71.6,28.4,17.1,5.4,0,0,50.9,33431,25100,31930,31706,0,0
Monroe County,TN,72.5,27.5,23.1,16.5,5.7,2.4,75.2,4368,11717,3184,13361,1,1
Monroe County,WI,91.5,8.5,0.9,0,0,0,9.4,9505,9637,7047,11442,1,1
Monroe County,WV,83.2,16.8,0,0,0,0,16.8,1441,3571,1089,4337,1,1
Montague County,TX,70.8,29.2,15.5,5.8,0,0,50.5,1116,6539,885,7526,1,1
Montcalm County,MI,90.3,9.7,0.7,0,0,0,10.4,11431,13624,7874,16907,1,1
Monterey County,CA,42.8,57.2,24.3,12.8,10.3,7.1,111.7,51712,25087,64733,26378,0,0
Montezuma County,CO,37.1,62.9,44.1,38.4,33.2,25.1,203.7,4486,7372,3920,7771,1,1
Montgomery County,AL,65.9,34.1,18,7.5,4.1,0,63.7,62993,38283,58669,33928,0,0
Montgomery County,AR,64.8,35.2,22.3,5.9,2.5,0,65.9,920,2368,735,2573,1,1
Montgomery County,GA,56.6,43.4,10,0.1,0,0,53.5,1135,2662,847,2668,1,1
Montgomery County,IA,86.3,13.7,0,0,0,0,13.7,1919,2999,1312,3431,1,1
Montgomery County,IL,81.4,18.6,3.5,0,0,0,22.1,5053,6771,3490,8616,1,1
Montgomery County,IN,87.5,12.5,2.4,0,0,0,14.9,4244,9768,3362,11051,1,1
Montgomery County,KS,60.8,39.2,19.5,3.4,0,0,62.1,3406,8417,2557,8466,1,1
Montgomery County,KY,92,8,5.1,3.2,0,0,16.3,3701,6398,3158,7856,1,1
Montgomery County,MD,61.7,38.3,21.4,2.8,0,0,62.5,286493,110940,309761,82985,0,0
Montgomery County,MO,61.6,38.4,9.7,0,0,0,48.1,1734,3486,1118,4124,1,1
Montgomery County,MS,69.2,30.8,17.9,6.9,4.1,0,59.7,2245,2543,1775,2334,1,1
Montgomery County,NC,68.1,31.9,7.3,0,0,0,39.2,4689,6389,4108,7070,1,1
Montgomery County,NY,83.9,16.1,5.5,0,0,0,21.6,7881,8622,5961,10579,1,1
Montgomery County,OH,96.4,3.6,0,0,0,0,3.6,128983,121188,117661,120766,0,1
Montgomery County,PA,75.1,24.9,12.5,0.5,0,0,37.9,227561,169903,251063,160803,0,0
Montgomery County,TN,81.8,18.2,5.1,3.2,0,0,26.5,24349,30159,21686,32320,1,1
Montgomery County,TX,89.8,10.2,0.3,0,0,0,10.5,32852,137822,45744,150188,1,1
Montgomery County,VA,77,23,0.3,0,0,0,23.3,19903,20006,20015,19455,1,0
Montmorency County,MI,86.1,13.9,4.8,0.6,0,0,19.3,2049,2928,1286,3498,1,1
Montour County,PA,68.4,31.6,3.3,0,0,0,34.9,3026,4636,2851,5274,1,1
Montrose County,CO,38.1,61.9,43,38.6,31.4,12.1,187,5852,12789,5438,14303,1,1
Moody County,SD,86.7,13.3,1.3,0,0,0,14.6,1429,1535,1042,1729,1,1
Moore County,NC,72,28,6.5,0,0,0,34.5,16371,29336,16148,30273,1,1
Moore County,TN,74.2,25.8,13.3,4.8,1.8,0,45.7,705,2053,496,2325,1,1
Moore County,TX,60.7,39.3,21.6,14.5,9,0.1,84.5,963,3967,1096,3974,1,1
Mora County,NM,36.7,63.3,41.6,32.3,20.1,4.1,161.4,1952,591,1533,662,0,0
Morehouse Parish,LA,66,34,18.5,11.4,1,0,64.9,5887,6591,5155,6502,1,1
Morgan County,AL,64,36,22.4,11.7,4.1,0.3,74.5,13401,35309,11216,37392,1,1
Morgan County,CO,53.5,46.5,2.3,0,0,0,48.8,3761,6461,3128,8104,1,1
Morgan County,GA,61.9,38.1,22.2,14.6,9.9,5.7,90.5,2751,6178,2658,6559,1,1
Morgan County,IL,59.7,40.3,16.2,0,0,0,56.5,5792,7962,4693,9060,1,1
Morgan County,IN,87.1,12.9,2.5,0,0,0,15.4,7969,19591,6037,23671,1,1
Morgan County,KY,90.4,9.6,5.5,3.3,0,0,18.4,1369,3021,1006,3628,1,1
Morgan County,MO,62.2,37.8,11.4,2.1,0,0,51.3,2773,5733,1768,6757,1,1
Morgan County,OH,92.1,7.9,0,0,0,0,7.9,2772,3136,1711,4315,1,1
Morgan County,TN,76.5,23.5,11.5,5.8,1.9,0.1,42.8,1722,4668,1053,5429,1,1
Morgan County,UT,40.3,59.7,39.2,19.4,1.3,0,119.6,386,3910,572,3156,1,1
Morgan County,WV,92.8,7.2,0.4,0,0,0,7.6,2361,4508,1568,5718,1,1
Morrill County,NE,68.9,31.1,1.2,0,0,0,32.3,450,1658,282,1788,1,1
Morris County,KS,56.9,43.1,23.2,18.7,8.9,1,94.9,705,1750,586,1790,1,1
Morris County,NJ,70.6,29.4,18.4,8.5,0,0,56.3,90313,114265,114437,125376,1,1
Morris County,TX,53.1,46.9,30.7,13.7,2.7,0,94,1856,3226,1425,3443,1,1
Morrison County,MN,92.7,7.3,0,0,0,0,7.3,6153,10159,3637,12925,1,1
Morrow County,OH,89.2,10.8,0.9,0,0,0,11.7,5780,9662,3711,11722,1,1
Morrow County,OR,44,56,28.7,7.1,0,0,91.8,1189,2524,1004,2698,1,1
Morton County,KS,56.3,43.7,35.1,26.4,11.6,4.6,121.4,180,1050,145,970,1,1
Morton County,ND,56,44,29.5,8.7,5.5,0.6,88.3,4467,8669,3077,11319,1,1
Motley County,TX,55.3,44.7,31.4,20.1,10.3,0,106.5,55,538,40,571,1,1
Moultrie County,IL,86.2,13.8,0.5,0,0,0,14.3,2142,3781,1476,4453,1,1
Mountrail County,ND,45.3,54.7,38.1,8.7,5.4,2,108.9,1401,1960,1211,2551,1,1
Mower County,MN,97,3,0,0,0,0,3,11129,6938,7444,8826,0,1
Muhlenberg County,KY,92.2,7.8,5.1,3.2,0,0,16.1,4771,7762,3272,9393,1,1
Multnomah County,OR,49.5,50.5,29,14.3,0,0,93.8,261222,71947,271754,63055,0,0
Murray County,GA,70.4,29.6,25.6,22.7,16,5.6,99.5,2542,8439,1799,10340,1,1
Murray County,MN,94.7,5.3,0,0,0,0,5.3,2160,2504,1295,2974,1,1
Murray County,OK,63.5,36.5,24.2,11,1.3,0,73,1540,3606,1086,4173,1,1
Muscatine County,IA,63,37,4.8,0,0,0,41.8,11213,8152,8284,9549,0,1
Muscogee County,GA,57.9,42.1,22,8.6,5.7,3,81.4,42458,27469,39602,26901,0,0
Muskegon County,MI,93.4,6.6,1.4,0,0,0,8,44436,30882,36640,35962,0,0
Muskingum County,OH,92.1,7.9,0.2,0,0,0,8.1,16327,18826,10926,23588,1,1
Muskogee County,OK,61.3,38.7,27.9,16,0.1,0,82.7,9943,13392,7969,15029,1,1
Musselshell County,MT,75.3,24.7,17.9,10.5,2.8,0.8,56.7,482,1792,331,1961,1,1
Nacogdoches County,TX,67.9,32.1,14.7,1.9,0,0,48.7,6441,13910,6822,14751,1,1
Nance County,NE,88.1,11.9,1.2,0,0,0,13.1,477,1098,280,1257,1,1
Nantucket County,MA,80.9,19.1,2.5,0,0,0,21.6,3828,2185,4144,1892,0,0
Napa County,CA,60.1,39.9,13.3,0,0,0,53.2,19964,11647,26161,11946,0,0
Nash County,NC,72.8,27.2,1.4,0,0,0,28.6,24214,23769,23024,23142,0,1
Nassau County,FL,64.1,35.9,11.5,3.2,0.5,0,51.1,10249,29926,10849,34221,1,1
Nassau County,NY,73.5,26.5,19.6,9,0,0,55.1,243649,212882,307326,275479,0,0
Natchitoches Parish,LA,66.3,33.7,21.3,8.6,0.6,0,64.2,7941,9077,7143,8965,1,1
Natrona County,WY,95.1,4.9,0.1,0,0,0,5,8960,22129,6573,23523,1,1
Navajo County,AZ,23.6,76.4,53.3,36,25.7,8.4,199.8,16157,19155,15362,18165,1,1
Navarro County,TX,60.6,39.4,17.8,2.2,0,0,59.4,4348,10838,3998,11984,1,1
Nelson County,KY,91.6,8.4,5.1,3.2,0,0,16.7,7611,10673,6434,13430,1,1
Nelson County,ND,58.1,41.9,8.6,1.8,0,0,52.3,766,862,536,1025,1,1
Nelson County,VA,63.1,36.9,11.6,0,0,0,48.5,4171,3944,3677,4150,0,1
Nemaha County,KS,61,39,20.1,6.1,1.1,0,66.3,988,3878,714,4066,1,1
Nemaha County,NE,73.9,26.1,3.3,0,0,0,29.4,1089,1979,765,2068,1,1
Neosho County,KS,66.1,33.9,17.1,0.7,0,0,51.7,2012,4193,1464,4340,1,1
Neshoba County,MS,65,35,24.2,12.7,3.2,0,75.1,3030,7772,2668,7613,1,1
Ness County,KS,54.9,45.1,31.9,12,0,0,89,211,1190,160,1216,1,1
Nevada County,AR,69.4,30.6,19,4.8,1.7,0,56.1,1314,1996,1156,2001,1,1
Nevada County,CA,68.6,31.4,9.7,1.1,0,0,42.2,14261,15696,16199,14686,1,0
New Castle County,DE,81.6,18.4,5.4,0,0,0,23.8,167051,81226,162905,85507,0,0
New Hanover County,NC,88.7,11.3,5.1,0,0,0,16.4,48038,52792,50219,54665,1,1
New Haven County,CT,71.6,28.4,23.7,18.5,2.9,0,73.5,230040,137942,203601,158373,0,0
New Kent County,VA,80.4,19.6,0.1,0,0,0,19.7,3555,7246,3545,8117,1,1
New London County,CT,71.4,28.6,22.6,6.5,0,0,57.7,66510,45715,62951,54574,0,0
New Madrid County,MO,76,24,6.9,1.3,0,0,32.2,2814,4284,1933,5270,1,1
New York County,NY,71,29,16.8,1.6,0,0,47.4,417861,72300,515481,58935,0,0
Newaygo County,MI,92.3,7.7,1.2,0,0,0,8.9,8723,12458,6212,15174,1,1
Newberry County,SC,54.8,45.2,22.5,3.2,0,0,70.9,6891,9218,6212,10011,1,1
Newport County,RI,65.3,34.7,19.3,4.5,0,0,58.5,23507,16343,22680,14975,0,0
Newton County,AR,64.2,35.8,29.7,14.3,0,0,79.8,993,2508,699,2875,1,1
Newton County,GA,65.9,34.1,21.7,14.6,9.9,4.6,84.9,21844,20979,21936,20907,0,0
Newton County,IN,93.1,6.9,0,0,0,0,6.9,2212,3291,1403,4074,1,1
Newton County,MO,55.3,44.7,19.1,4.1,0.2,0,68.1,6425,18179,4988,20546,1,1
Newton County,MS,67.3,32.7,21.8,9.5,3,0,67,3069,5909,2549,5929,1,1
Newton County,TX,81.3,18.7,9.7,2.2,0,0,30.6,1721,4399,978,2961,1,1
Nez Perce County,ID,67.5,32.5,4.1,0,0,0,36.6,6451,9967,4828,10699,1,1
Niagara County,NY,71.5,28.5,20.6,7.6,0,0,56.7,40862,40397,32888,49223,0,1
Nicholas County,KY,92.3,7.7,4.7,3.2,0,0,15.6,948,1583,787,1957,1,1
Nicholas County,WV,97,3,0,0,0,0,3,2635,5823,1821,7169,1,1
Nicollet County,MN,99.6,0.4,0,0,0,0,0.4,9652,8214,7886,8436,0,1
Niobrara County,WY,65.7,34.3,5.7,1.1,0,0,41.1,200,1022,115,1116,1,1
Noble County,IN,92.9,7.1,2,0,0,0,9.1,5229,10680,3904,12198,1,1
Noble County,OH,92.6,7.4,0,0,0,0,7.4,2082,3498,1201,4441,1,1
Noble County,OK,48.2,51.8,29.1,18.7,0.1,0,99.7,1142,3484,901,3707,1,1
Nobles County,MN,89.9,10.1,0.1,0,0,0,10.2,3793,4581,2733,5299,1,1
